class,NOAA_ar_num,event_date,start_time,end_time,peak_time
B4.5,11670,2013-02-08,2013-02-08 08:41:00,2013-02-08 09:22:00,2013-02-08 08:50:00
B2.7,11667,2013-02-10,2013-02-10 06:05:00,2013-02-10 06:12:00,2013-02-10 06:09:00
B5.4,11670,2013-02-11,2013-02-11 06:22:00,2013-02-11 06:29:00,2013-02-11 06:25:00
B3.2,11670,2013-02-14,2013-02-14 03:57:00,2013-02-14 04:08:00,2013-02-14 04:02:00
B4.7,11673,2013-02-15,2013-02-15 15:36:00,2013-02-15 15:42:00,2013-02-15 15:39:00
B4.0,11673,2013-02-18,2013-02-18 04:23:00,2013-02-18 04:29:00,2013-02-18 04:27:00
B8.7,11678,2013-02-19,2013-02-19 07:41:00,2013-02-19 07:47:00,2013-02-19 07:45:00
B5.1,11676,2013-02-20,2013-02-20 17:51:00,2013-02-20 18:00:00,2013-02-20 17:56:00
B5.6,11678,2013-02-22,2013-02-22 00:16:00,2013-02-22 00:36:00,2013-02-22 00:28:00
B9.8,11673,2013-02-24,2013-02-24 20:14:00,2013-02-24 20:33:00,2013-02-24 20:20:00
B8.9,11678,2013-02-25,2013-02-25 05:15:00,2013-02-25 15:40:00,2013-02-25 11:51:00
B3.5,11682,2013-02-26,2013-02-26 03:41:00,2013-02-26 03:50:00,2013-02-26 03:45:00
B6.4,11681,2013-02-27,2013-02-27 00:29:00,2013-02-27 00:42:00,2013-02-27 00:36:00
B4.7,11680,2013-02-28,2013-02-28 08:24:00,2013-02-28 08:34:00,2013-02-28 08:30:00
B5.9,11683,2013-02-28,2013-02-28 11:05:00,2013-02-28 11:12:00,2013-02-28 11:09:00
B6.8,11682,2013-03-01,2013-03-01 10:11:00,2013-03-01 10:17:00,2013-03-01 10:14:00
B6.0,11681,2013-03-02,2013-03-02 11:48:00,2013-03-02 12:14:00,2013-03-02 11:52:00
B4.4,11687,2013-03-04,2013-03-04 06:57:00,2013-03-04 07:05:00,2013-03-04 07:01:00
B7.6,11689,2013-03-06,2013-03-06 07:38:00,2013-03-06 07:46:00,2013-03-06 07:42:00
B6.8,11684,2013-03-08,2013-03-08 16:36:00,2013-03-08 17:07:00,2013-03-08 16:57:00
B6.7,11691,2013-03-10,2013-03-10 03:19:00,2013-03-10 03:53:00,2013-03-10 03:31:00
B9.9,11689,2013-03-11,2013-03-11 16:21:00,2013-03-11 16:27:00,2013-03-11 16:25:00
B6.6,11691,2013-03-13,2013-03-13 23:33:00,2013-03-13 23:50:00,2013-03-13 23:40:00
B6.9,11696,2013-03-17,2013-03-17 00:51:00,2013-03-17 01:02:00,2013-03-17 00:54:00
B7.3,11698,2013-03-17,2013-03-17 01:57:00,2013-03-17 02:08:00,2013-03-17 02:04:00
B9.5,11700,2013-03-18,2013-03-18 01:17:00,2013-03-18 01:40:00,2013-03-18 01:32:00
B6.5,11695,2013-03-22,2013-03-22 13:42:00,2013-03-22 13:54:00,2013-03-22 13:48:00
B5.4,11704,2013-03-23,2013-03-23 01:49:00,2013-03-23 02:02:00,2013-03-23 01:58:00
B6.8,11703,2013-03-23,2013-03-23 12:15:00,2013-03-23 12:27:00,2013-03-23 12:22:00
B2.7,11700,2013-03-26,2013-03-26 12:18:00,2013-03-26 13:37:00,2013-03-26 13:06:00
B2.0,11704,2013-03-27,2013-03-27 17:23:00,2013-03-27 17:37:00,2013-03-27 17:30:00
B2.6,11708,2013-03-27,2013-03-27 18:37:00,2013-03-27 19:11:00,2013-03-27 18:47:00
B8.8,11710,2013-03-30,2013-03-30 10:16:00,2013-03-30 10:32:00,2013-03-30 10:24:00
B8.2,11711,2013-03-31,2013-03-31 02:47:00,2013-03-31 02:53:00,2013-03-31 02:51:00
B7.4,11704,2013-04-01,2013-04-01 23:43:00,2013-04-01 23:58:00,2013-04-01 23:49:00
B5.0,11710,2013-04-02,2013-04-02 00:42:00,2013-04-02 01:12:00,2013-04-02 00:54:00
B5.7,11713,2013-04-02,2013-04-02 02:25:00,2013-04-02 02:31:00,2013-04-02 02:29:00
B7.9,11708,2013-04-02,2013-04-02 22:02:00,2013-04-02 22:12:00,2013-04-02 22:08:00
B6.0,11711,2013-04-03,2013-04-03 11:11:00,2013-04-03 11:18:00,2013-04-03 11:16:00
B6.2,11704,2013-04-04,2013-04-04 13:03:00,2013-04-04 13:08:00,2013-04-04 13:06:00
B9.7,11718,2013-04-06,2013-04-06 07:58:00,2013-04-06 08:09:00,2013-04-06 08:02:00
B9.1,11713,2013-04-08,2013-04-08 03:56:00,2013-04-08 04:25:00,2013-04-08 04:02:00
B9.9,11714,2013-04-08,2013-04-08 17:56:00,2013-04-08 18:12:00,2013-04-08 18:00:00
B9.4,11724,2013-04-13,2013-04-13 20:48:00,2013-04-13 21:08:00,2013-04-13 21:01:00
B7.7,11719,2013-04-17,2013-04-17 08:37:00,2013-04-17 08:56:00,2013-04-17 08:47:00
B6.3,11726,2013-04-19,2013-04-19 23:09:00,2013-04-19 23:14:00,2013-04-19 23:12:00
B8.1,11723,2013-04-20,2013-04-20 01:03:00,2013-04-20 02:08:00,2013-04-20 01:46:00
B6.3,11727,2013-04-22,2013-04-22 04:43:00,2013-04-22 04:51:00,2013-04-22 04:46:00
B9.3,11734,2013-05-05,2013-05-05 03:53:00,2013-05-05 04:02:00,2013-05-05 03:57:00
B9.3,11730,2013-05-05,2013-05-05 04:53:00,2013-05-05 05:01:00,2013-05-05 04:57:00
B7.8,11732,2013-05-07,2013-05-07 19:12:00,2013-05-07 19:19:00,2013-05-07 19:16:00
B9.5,11736,2013-05-09,2013-05-09 01:14:00,2013-05-09 01:36:00,2013-05-09 01:21:00
B8.9,11748,2013-05-21,2013-05-21 15:20:00,2013-05-21 15:27:00,2013-05-21 15:25:00
B9.0,11753,2013-05-24,2013-05-24 20:54:00,2013-05-24 21:02:00,2013-05-24 20:59:00
B9.8,11757,2013-05-24,2013-05-24 22:44:00,2013-05-24 22:54:00,2013-05-24 22:48:00
B6.2,11754,2013-05-25,2013-05-25 16:48:00,2013-05-25 16:55:00,2013-05-25 16:52:00
B7.7,11756,2013-05-26,2013-05-26 00:28:00,2013-05-26 00:36:00,2013-05-26 00:32:00
B9.6,11755,2013-05-28,2013-05-28 04:41:00,2013-05-28 04:53:00,2013-05-28 04:47:00
B5.4,11757,2013-05-29,2013-05-29 03:12:00,2013-05-29 03:36:00,2013-05-29 03:25:00
B4.5,11754,2013-05-29,2013-05-29 04:41:00,2013-05-29 04:46:00,2013-05-29 04:44:00
B6.7,11756,2013-05-30,2013-05-30 18:33:00,2013-05-30 18:42:00,2013-05-30 18:37:00
B6.6,11762,2013-06-01,2013-06-01 13:38:00,2013-06-01 13:54:00,2013-06-01 13:46:00
B5.1,11761,2013-06-03,2013-06-03 06:21:00,2013-06-03 06:36:00,2013-06-03 06:25:00
B5.6,11765,2013-06-06,2013-06-06 23:08:00,2013-06-06 23:15:00,2013-06-06 23:11:00
B4.1,11765,2013-06-09,2013-06-09 10:15:00,2013-06-09 10:20:00,2013-06-09 10:18:00
B7.2,11768,2013-06-13,2013-06-13 09:20:00,2013-06-13 09:33:00,2013-06-13 09:27:00
B9.7,11770,2013-06-13,2013-06-13 14:36:00,2013-06-13 14:56:00,2013-06-13 14:52:00
B6.1,11772,2013-06-14,2013-06-14 10:15:00,2013-06-14 10:27:00,2013-06-14 10:20:00
B7.1,11775,2013-06-15,2013-06-15 09:29:00,2013-06-15 09:37:00,2013-06-15 09:33:00
B6.9,11768,2013-06-16,2013-06-16 02:30:00,2013-06-16 02:46:00,2013-06-16 02:37:00
B6.9,1775,2013-06-16,2013-06-16 05:46:00,2013-06-16 05:55:00,2013-06-16 05:52:00
B7.6,11769,2013-06-16,2013-06-16 20:58:00,2013-06-16 21:33:00,2013-06-16 21:25:00
B6.0,11772,2013-06-18,2013-06-18 18:48:00,2013-06-18 19:20:00,2013-06-18 19:07:00
B9.9,11776,2013-06-18,2013-06-18 20:20:00,2013-06-18 20:54:00,2013-06-18 20:40:00
B9.9,11772,2013-06-22,2013-06-22 00:41:00,2013-06-22 00:50:00,2013-06-22 00:45:00
B6.6,11775,2013-06-25,2013-06-25 11:50:00,2013-06-25 11:58:00,2013-06-25 11:54:00
B9.4,11774,2013-06-25,2013-06-25 17:22:00,2013-06-25 17:29:00,2013-06-25 17:27:00
B6.8,11776,2013-06-25,2013-06-25 21:22:00,2013-06-25 21:35:00,2013-06-25 21:29:00
B6.7,11778,2013-06-26,2013-06-26 12:00:00,2013-06-26 12:13:00,2013-06-26 12:06:00
B4.3,11777,2013-06-27,2013-06-27 19:47:00,2013-06-27 21:32:00,2013-06-27 20:29:00
B4.0,11781,2013-06-29,2013-06-29 02:20:00,2013-06-29 02:32:00,2013-06-29 02:25:00
B4.1,11778,2013-06-30,2013-06-30 05:15:00,2013-06-30 05:31:00,2013-06-30 05:20:00
B8.2,11780,2013-06-30,2013-06-30 18:04:00,2013-06-30 18:18:00,2013-06-30 18:12:00
B6.9,11785,2013-07-01,2013-07-01 06:57:00,2013-07-01 07:03:00,2013-07-01 07:00:00
B7.6,11785,2013-07-06,2013-07-06 15:35:00,2013-07-06 15:45:00,2013-07-06 15:38:00
B8.3,11788,2013-07-07,2013-07-07 13:20:00,2013-07-07 13:44:00,2013-07-07 13:40:00
B9.2,11787,2013-07-08,2013-07-08 22:49:00,2013-07-08 22:56:00,2013-07-08 22:52:00
B8.1,11785,2013-07-10,2013-07-10 22:42:00,2013-07-10 22:55:00,2013-07-10 22:46:00
B8.1,11788,2013-07-11,2013-07-11 19:57:00,2013-07-11 21:07:00,2013-07-11 20:37:00
B7.7,11793,2013-07-14,2013-07-14 19:56:00,2013-07-14 20:14:00,2013-07-14 20:01:00
B6.4,11791,2013-07-16,2013-07-16 23:24:00,2013-07-17 00:05:00,2013-07-16 23:43:00
B6.9,11793,2013-07-17,2013-07-17 21:01:00,2013-07-17 21:07:00,2013-07-17 21:04:00
B9.8,11791,2013-07-19,2013-07-19 21:52:00,2013-07-19 22:06:00,2013-07-19 21:59:00
B5.7,11800,2013-07-21,2013-07-21 05:21:00,2013-07-21 05:27:00,2013-07-21 05:25:00
B8.0,11793,2013-07-21,2013-07-21 06:40:00,2013-07-21 06:49:00,2013-07-21 06:45:00
B4.6,11801,2013-07-22,2013-07-22 10:33:00,2013-07-22 10:45:00,2013-07-22 10:38:00
B4.9,11793,2013-07-24,2013-07-24 01:15:00,2013-07-24 01:42:00,2013-07-24 01:24:00
B4.3,11803,2013-07-24,2013-07-24 03:01:00,2013-07-24 03:14:00,2013-07-24 03:06:00
B5.8,11800,2013-07-24,2013-07-24 20:43:00,2013-07-24 21:04:00,2013-07-24 20:54:00
B7.0,11805,2013-07-28,2013-07-28 10:59:00,2013-07-28 11:12:00,2013-07-28 11:05:00
B7.4,11800,2013-07-29,2013-07-29 13:21:00,2013-07-29 13:31:00,2013-07-29 13:25:00
B7.8,11809,2013-07-30,2013-07-30 14:48:00,2013-07-30 14:54:00,2013-07-30 14:52:00
B8.7,11808,2013-07-30,2013-07-30 20:59:00,2013-07-30 21:13:00,2013-07-30 21:04:00
B4.3,11809,2013-08-02,2013-08-02 07:23:00,2013-08-02 07:30:00,2013-08-02 07:27:00
B5.7,11807,2013-08-02,2013-08-02 07:57:00,2013-08-02 08:02:00,2013-08-02 08:00:00
B9.7,11806,2013-08-02,2013-08-02 11:08:00,2013-08-02 11:24:00,2013-08-02 11:15:00
B3.7,11810,2013-08-03,2013-08-03 03:48:00,2013-08-03 03:56:00,2013-08-03 03:52:00
B4.2,11810,2013-08-07,2013-08-07 03:42:00,2013-08-07 03:59:00,2013-08-07 03:48:00
B5.5,11813,2013-08-08,2013-08-08 16:14:00,2013-08-08 16:19:00,2013-08-08 16:17:00
B4.5,11818,2013-08-09,2013-08-09 09:40:00,2013-08-09 09:54:00,2013-08-09 09:44:00
B4.3,11810,2013-08-10,2013-08-10 08:44:00,2013-08-10 10:04:00,2013-08-10 09:27:00
B9.6,11809,2013-08-13,2013-08-13 16:40:00,2013-08-13 16:46:00,2013-08-13 16:43:00
B6.3,11817,2013-08-17,2013-08-17 12:27:00,2013-08-17 12:44:00,2013-08-17 12:30:00
B7.7,11825,2013-08-21,2013-08-21 02:04:00,2013-08-21 02:09:00,2013-08-21 02:07:00
B8.8,11820,2013-08-23,2013-08-23 15:30:00,2013-08-23 15:35:00,2013-08-23 15:33:00
B7.7,11834,2013-08-27,2013-08-27 08:26:00,2013-08-27 08:47:00,2013-08-27 08:35:00
B5.8,11836,2013-08-29,2013-08-29 13:07:00,2013-08-29 13:25:00,2013-08-29 13:14:00
B5.4,11834,2013-08-31,2013-08-31 15:29:00,2013-08-31 15:41:00,2013-08-31 15:35:00
B5.9,11836,2013-09-03,2013-09-03 02:56:00,2013-09-03 03:06:00,2013-09-03 03:01:00
B6.6,11834,2013-09-03,2013-09-03 10:43:00,2013-09-03 10:58:00,2013-09-03 10:52:00
B6.9,11837,2013-09-03,2013-09-03 21:30:00,2013-09-03 21:39:00,2013-09-03 21:33:00
B8.4,11837,2013-09-07,2013-09-07 03:57:00,2013-09-07 04:09:00,2013-09-07 04:01:00
B5.1,11836,2013-09-07,2013-09-07 12:56:00,2013-09-07 13:30:00,2013-09-07 13:05:00
B7.5,11838,2013-09-08,2013-09-08 15:32:00,2013-09-08 15:43:00,2013-09-08 15:38:00
B2.6,11841,2013-09-12,2013-09-12 10:58:00,2013-09-12 11:16:00,2013-09-12 11:06:00
B6.0,11846,2013-09-16,2013-09-16 21:45:00,2013-09-16 22:43:00,2013-09-16 22:22:00
B4.1,11847,2013-09-18,2013-09-18 09:51:00,2013-09-18 10:09:00,2013-09-18 09:56:00
B5.0,11845,2013-09-19,2013-09-19 00:18:00,2013-09-19 00:28:00,2013-09-19 00:21:00
B8.6,11850,2013-09-19,2013-09-19 11:54:00,2013-09-19 12:12:00,2013-09-19 12:00:00
B6.0,11850,2013-09-22,2013-09-22 02:42:00,2013-09-22 02:51:00,2013-09-22 02:47:00
B4.8,11846,2013-09-23,2013-09-23 21:44:00,2013-09-23 22:07:00,2013-09-23 21:54:00
B4.7,11850,2013-09-25,2013-09-25 12:23:00,2013-09-25 12:31:00,2013-09-25 12:27:00
B6.0,11853,2013-09-28,2013-09-28 11:56:00,2013-09-28 12:12:00,2013-09-28 12:05:00
B4.3,11850,2013-10-01,2013-10-01 00:25:00,2013-10-01 00:32:00,2013-10-01 00:28:00
B6.1,11857,2013-10-02,2013-10-02 10:46:00,2013-10-02 11:01:00,2013-10-02 10:52:00
B5.5,11857,2013-10-05,2013-10-05 04:34:00,2013-10-05 04:48:00,2013-10-05 04:41:00
B6.1,11861,2013-10-07,2013-10-07 11:28:00,2013-10-07 11:37:00,2013-10-07 11:33:00
B9.5,11856,2013-10-09,2013-10-09 05:06:00,2013-10-09 05:38:00,2013-10-09 05:28:00
B7.2,11857,2013-10-09,2013-10-09 20:20:00,2013-10-09 20:32:00,2013-10-09 20:27:00
B8.7,11861,2013-10-10,2013-10-10 15:41:00,2013-10-10 15:47:00,2013-10-10 15:45:00
B9.5,11887,2013-11-08,2013-11-08 22:36:00,2013-11-08 22:41:00,2013-11-08 22:39:00
B8.5,11908,2013-11-28,2013-11-28 11:58:00,2013-11-28 12:06:00,2013-11-28 12:02:00
B6.7,11909,2013-11-30,2013-11-30 11:16:00,2013-11-30 11:26:00,2013-11-30 11:21:00
B9.7,11913,2013-12-02,2013-12-02 01:32:00,2013-12-02 02:03:00,2013-12-02 01:47:00
B9.4,11909,2013-12-03,2013-12-03 05:54:00,2013-12-03 06:50:00,2013-12-03 06:15:00
B6.3,11936,2013-12-24,2013-12-24 19:03:00,2013-12-24 19:09:00,2013-12-24 19:06:00
B7.8,11934,2013-12-27,2013-12-27 15:24:00,2013-12-27 15:36:00,2013-12-27 15:29:00
B7.5,11959,2014-01-19,2014-01-19 10:29:00,2014-01-19 10:36:00,2014-01-19 10:32:00
B8.2,11955,2014-01-22,2014-01-22 10:12:00,2014-01-22 10:24:00,2014-01-22 10:16:00
B8.3,11959,2014-01-22,2014-01-22 17:39:00,2014-01-22 17:46:00,2014-01-22 17:43:00
B6.0,11957,2014-01-24,2014-01-24 05:16:00,2014-01-24 05:22:00,2014-01-24 05:19:00
B5.6,12026,2014-04-05,2014-04-05 12:26:00,2014-04-05 12:37:00,2014-04-05 12:30:00
B6.1,12021,2014-04-05,2014-04-05 12:40:00,2014-04-05 12:47:00,2014-04-05 12:44:00
B5.2,12030,2014-04-05,2014-04-05 14:42:00,2014-04-05 14:53:00,2014-04-05 14:48:00
B5.4,12027,2014-04-06,2014-04-06 05:56:00,2014-04-06 06:14:00,2014-04-06 06:07:00
B9.1,12026,2014-04-08,2014-04-08 18:36:00,2014-04-08 19:21:00,2014-04-08 18:51:00
B9.6,12031,2014-04-08,2014-04-08 23:45:00,2014-04-08 23:53:00,2014-04-08 23:50:00
B8.1,12032,2014-04-12,2014-04-12 15:39:00,2014-04-12 16:34:00,2014-04-12 16:20:00
B8.3,12027,2014-04-12,2014-04-12 17:01:00,2014-04-12 17:40:00,2014-04-12 17:28:00
B8.2,12035,2014-04-12,2014-04-12 17:47:00,2014-04-12 17:54:00,2014-04-12 17:51:00
B9.8,12036,2014-04-14,2014-04-14 16:45:00,2014-04-14 16:50:00,2014-04-14 16:48:00
B5.1,12045,2014-04-27,2014-04-27 05:34:00,2014-04-27 05:44:00,2014-04-27 05:38:00
B7.3,12048,2014-04-28,2014-04-28 04:07:00,2014-04-28 04:22:00,2014-04-28 04:15:00
B7.8,12044,2014-04-28,2014-04-28 22:28:00,2014-04-28 22:47:00,2014-04-28 22:34:00
B9.1,12047,2014-04-29,2014-04-29 22:28:00,2014-04-29 23:14:00,2014-04-29 22:54:00
B8.0,12049,2014-04-30,2014-04-30 00:29:00,2014-04-30 00:35:00,2014-04-30 00:32:00
B6.3,12048,2014-05-01,2014-05-01 03:58:00,2014-05-01 04:04:00,2014-05-01 04:01:00
B6.8,12050,2014-05-01,2014-05-01 17:44:00,2014-05-01 17:54:00,2014-05-01 17:49:00
B9.4,12047,2014-05-02,2014-05-02 03:01:00,2014-05-02 03:13:00,2014-05-02 03:04:00
B9.4,12063,2014-05-16,2014-05-16 08:57:00,2014-05-16 09:14:00,2014-05-16 09:03:00
B7.8,12066,2014-05-21,2014-05-21 08:25:00,2014-05-21 08:32:00,2014-05-21 08:29:00
B7.7,12069,2014-05-21,2014-05-21 19:28:00,2014-05-21 19:39:00,2014-05-21 19:34:00
B9.2,12073,2014-05-22,2014-05-22 03:41:00,2014-05-22 03:59:00,2014-05-22 03:48:00
B7.3,12068,2014-05-23,2014-05-23 19:31:00,2014-05-23 20:17:00,2014-05-23 19:54:00
B7.4,12076,2014-05-28,2014-05-28 03:31:00,2014-05-28 03:57:00,2014-05-28 03:37:00
B6.3,12069,2014-05-28,2014-05-28 06:38:00,2014-05-28 06:50:00,2014-05-28 06:41:00
B4.6,12073,2014-05-29,2014-05-29 17:52:00,2014-05-29 18:30:00,2014-05-29 18:19:00
B4.4,12075,2014-05-30,2014-05-30 17:58:00,2014-05-30 18:09:00,2014-05-30 18:06:00
B6.0,12076,2014-05-31,2014-05-31 13:20:00,2014-05-31 13:26:00,2014-05-31 13:23:00
B8.0,12073,2014-06-01,2014-06-01 03:46:00,2014-06-01 04:06:00,2014-06-01 03:55:00
B5.5,12082,2014-06-05,2014-06-05 12:57:00,2014-06-05 13:19:00,2014-06-05 13:12:00
B7.5,12083,2014-06-07,2014-06-07 06:08:00,2014-06-07 06:15:00,2014-06-07 06:12:00
B9.3,12093,2014-06-17,2014-06-17 01:29:00,2014-06-17 01:35:00,2014-06-17 01:32:00
B7.4,12089,2014-06-18,2014-06-18 13:58:00,2014-06-18 14:09:00,2014-06-18 14:03:00
B6.7,12093,2014-06-21,2014-06-21 02:39:00,2014-06-21 03:32:00,2014-06-21 03:13:00
B3.3,12096,2014-06-22,2014-06-22 10:51:00,2014-06-22 11:23:00,2014-06-22 10:59:00
B6.1,12087,2014-06-22,2014-06-22 13:53:00,2014-06-22 14:03:00,2014-06-22 13:57:00
B4.2,12092,2014-06-23,2014-06-23 04:44:00,2014-06-23 04:55:00,2014-06-23 04:48:00
B9.6,12096,2014-06-25,2014-06-25 05:35:00,2014-06-25 05:43:00,2014-06-25 05:40:00
B6.7,12109,2014-07-14,2014-07-14 17:13:00,2014-07-14 17:20:00,2014-07-14 17:17:00
B5.1,12113,2014-07-16,2014-07-16 22:24:00,2014-07-16 23:24:00,2014-07-16 23:00:00
B3.9,12121,2014-07-21,2014-07-21 15:17:00,2014-07-21 16:18:00,2014-07-21 15:21:00
B5.5,12119,2014-07-23,2014-07-23 07:28:00,2014-07-23 07:51:00,2014-07-23 07:42:00
B3.7,12123,2014-07-24,2014-07-24 11:27:00,2014-07-24 11:39:00,2014-07-24 11:32:00
B7.2,12121,2014-07-24,2014-07-24 21:51:00,2014-07-24 22:08:00,2014-07-24 22:02:00
B9.1,12122,2014-07-25,2014-07-25 19:18:00,2014-07-25 19:26:00,2014-07-25 19:23:00
B6.3,12125,2014-07-26,2014-07-26 08:24:00,2014-07-26 08:29:00,2014-07-26 08:27:00
B7.9,12123,2014-07-27,2014-07-27 21:25:00,2014-07-27 21:40:00,2014-07-27 21:31:00
B9.6,12127,2014-07-28,2014-07-28 20:36:00,2014-07-28 20:45:00,2014-07-28 20:41:00
B7.6,12121,2014-07-28,2014-07-28 23:04:00,2014-07-28 23:10:00,2014-07-28 23:07:00
B9.8,12132,2014-08-04,2014-08-04 22:54:00,2014-08-04 23:02:00,2014-08-04 22:58:00
B7.7,12132,2014-08-07,2014-08-07 03:05:00,2014-08-07 03:17:00,2014-08-07 03:09:00
B8.8,12135,2014-08-09,2014-08-09 02:40:00,2014-08-09 02:50:00,2014-08-09 02:44:00
B7.3,12137,2014-08-10,2014-08-10 03:04:00,2014-08-10 03:13:00,2014-08-10 03:07:00
B7.8,12139,2014-08-11,2014-08-11 02:15:00,2014-08-11 03:47:00,2014-08-11 03:14:00
B4.9,12140,2014-08-12,2014-08-12 06:53:00,2014-08-12 07:09:00,2014-08-12 06:57:00
B6.4,12137,2014-08-13,2014-08-13 00:30:00,2014-08-13 00:55:00,2014-08-13 00:36:00
B4.0,12141,2014-08-14,2014-08-14 02:29:00,2014-08-14 02:36:00,2014-08-14 02:33:00
B6.3,12139,2014-08-14,2014-08-14 04:18:00,2014-08-14 04:20:00,2014-08-14 04:19:00
B5.2,12135,2014-08-14,2014-08-14 16:08:00,2014-08-14 16:28:00,2014-08-14 16:19:00
B5.0,12144,2014-08-15,2014-08-15 00:30:00,2014-08-15 01:14:00,2014-08-15 00:45:00
B5.4,12142,2014-08-15,2014-08-15 03:28:00,2014-08-15 03:50:00,2014-08-15 03:40:00
B8.4,12139,2014-08-17,2014-08-17 00:10:00,2014-08-17 00:32:00,2014-08-17 00:20:00
B4.9,12146,2014-08-18,2014-08-18 02:00:00,2014-08-18 02:07:00,2014-08-18 02:03:00
B8.1,12144,2014-08-18,2014-08-18 07:54:00,2014-08-18 08:05:00,2014-08-18 07:59:00
B5.6,12147,2014-08-19,2014-08-19 05:36:00,2014-08-19 06:04:00,2014-08-19 05:48:00
B8.8,12146,2014-08-21,2014-08-21 08:41:00,2014-08-21 09:01:00,2014-08-21 08:55:00
B7.4,12150,2014-08-24,2014-08-24 00:49:00,2014-08-24 00:58:00,2014-08-24 00:52:00
B8.1,12148,2014-08-27,2014-08-27 18:40:00,2014-08-27 18:56:00,2014-08-27 18:46:00
B6.9,12151,2014-08-27,2014-08-27 22:46:00,2014-08-27 22:53:00,2014-08-27 22:49:00
B7.7,12146,2014-08-28,2014-08-28 13:53:00,2014-08-28 13:59:00,2014-08-28 13:57:00
B8.4,12152,2014-08-28,2014-08-28 16:22:00,2014-08-28 16:24:00,2014-08-28 16:23:00
B8.9,12149,2014-08-31,2014-08-31 03:51:00,2014-08-31 04:02:00,2014-08-31 03:55:00
B8.3,12152,2014-09-01,2014-09-01 05:43:00,2014-09-01 05:55:00,2014-09-01 05:49:00
B8.7,12158,2014-09-15,2014-09-15 13:10:00,2014-09-15 13:18:00,2014-09-15 13:14:00
B6.5,12187,2014-10-11,2014-10-11 03:26:00,2014-10-11 04:25:00,2014-10-11 03:45:00
B6.6,12201,2014-11-02,2014-11-02 03:05:00,2014-11-02 03:11:00,2014-11-02 03:08:00
B8.6,12248,2014-12-29,2014-12-29 05:25:00,2014-12-29 05:33:00,2014-12-29 05:29:00
B9.3,12253,2014-12-31,2014-12-31 03:50:00,2014-12-31 04:02:00,2014-12-31 03:54:00
B8.3,12259,2015-01-20,2015-01-20 09:46:00,2015-01-20 09:51:00,2015-01-20 09:49:00
B7.4,12263,2015-01-24,2015-01-24 16:02:00,2015-01-24 16:13:00,2015-01-24 16:08:00
B7.0,12267,2015-01-24,2015-01-24 18:22:00,2015-01-24 18:28:00,2015-01-24 18:25:00
B9.9,12271,2015-01-31,2015-01-31 00:27:00,2015-01-31 00:33:00,2015-01-31 00:30:00
B8.7,12282,2015-02-12,2015-02-12 04:05:00,2015-02-12 04:10:00,2015-02-12 04:08:00
B6.9,12284,2015-02-14,2015-02-14 22:49:00,2015-02-14 22:57:00,2015-02-14 22:54:00
B9.0,12283,2015-02-15,2015-02-15 00:46:00,2015-02-15 00:56:00,2015-02-15 00:51:00
B6.2,12282,2015-02-15,2015-02-15 09:02:00,2015-02-15 09:14:00,2015-02-15 09:07:00
B5.7,12287,2015-02-18,2015-02-18 11:00:00,2015-02-18 11:11:00,2015-02-18 11:03:00
B8.7,12289,2015-02-18,2015-02-18 16:17:00,2015-02-18 16:24:00,2015-02-18 16:21:00
B7.1,12286,2015-02-20,2015-02-20 21:56:00,2015-02-20 22:02:00,2015-02-20 21:59:00
B7.1,12291,2015-02-21,2015-02-21 18:20:00,2015-02-21 19:41:00,2015-02-21 18:50:00
B9.2,12288,2015-02-22,2015-02-22 20:02:00,2015-02-22 21:02:00,2015-02-22 20:21:00
B7.2,12292,2015-02-23,2015-02-23 03:07:00,2015-02-23 03:23:00,2015-02-23 03:15:00
B4.1,12293,2015-02-26,2015-02-26 17:47:00,2015-02-26 18:05:00,2015-02-26 17:57:00
B9.6,12294,2015-02-27,2015-02-27 09:02:00,2015-02-27 10:03:00,2015-02-27 09:54:00
B9.5,12302,2015-03-19,2015-03-19 00:59:00,2015-03-19 01:13:00,2015-03-19 01:07:00
B8.6,12305,2015-03-23,2015-03-23 17:43:00,2015-03-23 17:56:00,2015-03-23 17:47:00
B9.4,12312,2015-03-24,2015-03-24 01:55:00,2015-03-24 02:06:00,2015-03-24 01:58:00
B9.0,12305,2015-03-26,2015-03-26 04:37:00,2015-03-26 04:56:00,2015-03-26 04:45:00
B9.3,12303,2015-03-26,2015-03-26 16:05:00,2015-03-26 16:22:00,2015-03-26 16:13:00
B8.3,12315,2015-04-02,2015-04-02 13:42:00,2015-04-02 13:53:00,2015-04-02 13:47:00
B6.1,12318,2015-04-04,2015-04-04 00:17:00,2015-04-04 00:25:00,2015-04-04 00:22:00
B8.5,12320,2015-04-04,2015-04-04 16:10:00,2015-04-04 16:15:00,2015-04-04 16:13:00
B8.2,12318,2015-04-07,2015-04-07 03:32:00,2015-04-07 03:43:00,2015-04-07 03:37:00
B8.7,12322,2015-04-11,2015-04-11 09:41:00,2015-04-11 09:46:00,2015-04-11 09:44:00
B8.2,12324,2015-04-18,2015-04-18 21:40:00,2015-04-18 21:49:00,2015-04-18 21:44:00
B8.4,12324,2015-04-25,2015-04-25 12:32:00,2015-04-25 12:37:00,2015-04-25 12:35:00
B6.5,12327,2015-04-26,2015-04-26 13:10:00,2015-04-26 13:21:00,2015-04-26 13:14:00
